County,School,GradeTested,MathMetStandard,ReadingMetStandard,WritingMetStandard,ScienceMetStandard,MathTotalTested,ReadingTotalTested,WritingTotalTested,ScienceTotalTested,TotalEnrollment,PercentWhite,StudentsPerClassroomTeacher,FreeorReducedPricedMeals,AvgYearsEducationalExperience,PercentTeachersWithAtLeastMasterDegree
Thurston,Pleasant Glade Elementary,5,25,51,NA,17,68,71,0,73,518,57.529,14,53.6101,15.2,59.5
Thurston,South Sound High School,10,2,13,14,0,23,22,24,18,188,62.234,16,41.4894,24.3,75
Thurston,Seven Oaks Elementary,5,37,59,NA,19,75,70,0,75,683,65.1537,17,30.0709,13.1,70.7
Thurston,Horizons Elementary,5,69,93,NA,44,108,108,0,105,670,66.2687,18,37.3391,15.2,62.2
Thurston,River Ridge High School,10,126,217,201,87,230,237,229,222,1218,57.6355,18,24.2588,13.9,53.6
Thurston,Michael T Simmons Elementary,5,40,60,NA,26,65,66,0,66,614,87.4593,17,28.243,15.7,63.9
Thurston,Littlerock Elementary School,5,34,44,NA,16,56,56,0,56,425,90.5882,17,27.1663,16.1,56
Thurston,Peter G Schmidt Elementary,5,45,57,NA,20,86,86,0,87,592,86.3176,17,33.6735,13.5,82.4
Thurston,Tumwater High School,10,129,193,206,79,216,219,222,212,1107,90.8762,19,21.093,12.8,71.9
Thurston,Black Lake Elementary,5,44,58,NA,24,75,75,0,76,506,91.6996,16,16.2376,15.1,53.1
Thurston,East Olympia Elementary,5,47,64,NA,27,82,82,0,82,489,89.1616,16,25.6048,12.1,70
Thurston,Tumwater Hill Elementary,5,32,46,NA,21,54,56,0,55,445,81.3483,16,26.8018,17.6,39.3
Thurston,A G West Black Hills High School,10,127,204,198,91,218,222,223,215,935,87.0588,16,17.8097,12.6,60.3
Thurston,Avanti High School,10,17,29,29,12,34,32,32,30,131,85.4962,19,26.6667,10.3,57.1
Thurston,Lincoln Elementary School,5,32,45,NA,22,48,51,0,50,431,76.5661,17,37.788,11.7,73.1
Thurston,Garfield Elementary School,5,43,59,NA,25,69,68,0,69,448,68.5268,18,67.8241,12,40
Thurston,Boston Harbor Elementary,5,26,26,NA,14,28,28,0,31,189,94.1799,16,9.62567,22,66.7
Thurston,Mclane Elementary School,5,20,29,NA,13,33,33,0,38,306,78.7582,17,29.5597,18.6,72.2
Thurston,Roosevelt Elementary School,5,41,49,NA,28,57,56,0,58,382,64.1361,15,58.2245,14.3,69.2
Thurston,Madison Elementary School,5,18,22,NA,15,27,27,0,28,192,72.3958,15,45.9091,20.2,61.5
Thurston,Olympia High School,10,323,410,399,258,406,423,421,398,1820,83.6813,20,13.0361,17.9,71
Thurston,Leland P Brown Elementary,5,29,34,NA,27,40,38,0,40,305,83.6066,15,19.7452,15.1,80
Thurston,Pioneer Elementary School,5,41,48,NA,34,50,51,0,52,418,46.89,17,64.0732,11,45.8
Thurston,Capital High School,10,200,300,280,158,317,321,318,309,1514,79.5244,19,14.0423,17.4,66.7
Thurston,Centennial Elementary,5,78,92,NA,56,92,94,0,97,609,77.0115,18,41.0853,13.8,64.7
Thurston,Mckenny Elementary,5,45,54,NA,34,72,72,0,76,462,75.1082,15,16.1426,13.7,73.3
Thurston,Julia Butler Hansen Elementary,5,40,56,NA,29,64,66,0,69,504,67.4603,20,33.1313,15.6,56
Thurston,Rainier Senior High School,10,30,52,53,28,59,59,58,63,323,92.8793,9,32.1656,15.2,65.7
Thurston,Rainier Primary School,5,25,42,NA,7,57,58,0,59,455,89.011,33,31.5673,13,78.6
Thurston,Griffin School,5,45,59,NA,32,64,64,0,65,663,84.3137,17,13.8138,13.2,69.2
Thurston,Grand Mound Elementary,5,88,118,NA,48,160,159,0,163,503,80.9145,19,46.4066,17.5,55.6
Thurston,Rochester High School,10,62,99,105,34,117,119,118,103,569,84.5343,18,34.4633,17.8,64.5
Thurston,Tenino High School,10,53,103,101,34,120,121,120,121,526,86.5019,19,31.5369,12.4,51.9
Thurston,Tenino Elementary School,5,74,85,NA,50,95,97,0,100,285,88.7719,18,33.5616,17,56.3
Wahkiakum,Julius A Wendt Elementary/John C Thomas Middle School,5,14,26,NA,11,31,31,0,31,311,91.6399,16,46.9055,13.7,63.2
Wahkiakum,Wahkiakum High School,10,18,42,41,10,49,48,47,48,199,91.9598,15,44.3878,17.2,69.2
Walla Walla,Opportunity Program,10,9,28,24,5,35,35,36,26,157,66.242,22,42.8571,14.5,85.7
Walla Walla,Berney Elementary School,5,33,49,NA,30,56,58,0,62,440,78.6364,13,44.3694,13.9,78.8
Walla Walla,Green Park Elementary School,5,34,39,NA,32,66,61,0,70,446,52.2422,15,66.5198,13.3,76.7
Walla Walla,Prospect Point Elementary,5,42,72,NA,37,96,96,0,106,573,67.7138,15,44.386,12.4,70.3
Walla Walla,Edison Elementary School,5,21,28,NA,17,39,35,0,40,451,40.133,13,76.4706,11.7,44.1
Walla Walla,Walla Walla High School,10,232,353,333,192,408,416,406,385,1942,71.6272,19,39.0083,13.8,76.7
Walla Walla,Sharpstein Elementary School,5,33,50,NA,23,66,66,0,76,448,54.6875,16,61.6972,13.8,75
Walla Walla,Paine Campus,10,2,10,10,NA,11,18,16,7,82,76.8293,9,78.1818,10.2,100
Walla Walla,Blue Ridge Elementary,5,11,28,NA,12,49,48,0,54,278,30.2158,9,84.7518,16.3,26.7
Walla Walla,Meadow Brook Intermediate School,5,38,53,NA,20,71,71,0,77,260,53.8462,12,NA,7.5,76.2
Walla Walla,Touchet Elem & High School,5,14,19,NA,6,25,23,0,25,312,62.5,13,50,17,54.2
Walla Walla,Touchet Elem & High School,10,12,21,21,12,27,26,27,26,312,62.5,13,50,17,54.2
Walla Walla,Columbia Elementary,5,35,62,NA,28,81,80,0,78,434,74.1935,18,43.7923,14.1,45.8
Walla Walla,Columbia High School,10,20,43,44,9,61,61,62,63,300,78.3333,13,30.7432,19.2,56.5
Walla Walla,Waitsburg High School,10,12,23,20,11,24,25,25,24,111,88.2883,8,34.5455,10.3,50
Walla Walla,Waitsburg Elementary School,5,17,20,NA,13,28,30,0,28,142,86.6197,16,40.1361,16.9,44.4
Walla Walla,Prescott Elementary School,5,5,12,NA,1,20,20,0,20,139,35.9712,NA,83.3333,NA,NA
Walla Walla,Prescott Jr Sr High,10,7,11,11,1,17,17,16,16,119,41.1765,5,72.2628,17.9,56.5
Whatcom,Options High School,10,6,13,13,1,15,18,17,17,89,85.3933,13,42.2764,16,28.6
Whatcom,Roosevelt Elementary School,5,26,44,NA,17,59,60,0,59,382,64.1361,15,58.2245,14.3,69.2
Whatcom,Silver Beach Elementary School,5,53,74,NA,44,77,77,0,77,435,86.4368,17,14.8649,9.8,44
Whatcom,Lowell Elementary School,5,34,40,NA,24,44,44,0,44,267,79.7753,18,30.7143,9.6,66.7
Whatcom,Larrabee Elementary School,5,24,27,NA,18,35,35,0,35,193,79.2746,14,42.1875,10.8,64.3
Whatcom,Geneva Elementary School,5,53,69,NA,42,90,90,0,90,548,83.5766,19,22.0036,8.9,58.6
Whatcom,Columbia Elementary School,5,16,19,NA,12,22,21,0,22,200,88.5,14,31.9048,16.3,64.3
Whatcom,Sunnyland Elementary School,5,23,36,NA,17,52,52,0,52,320,61.25,15,61.8076,11.7,59.1
Whatcom,Birchwood Elementary School,5,24,32,NA,20,44,44,0,44,303,67.6568,16,60.1286,12.6,36.8
Whatcom,Bellingham High School,10,171,261,257,114,283,291,288,272,1156,88.1488,20,23.8516,10.7,70.7
Whatcom,Carl Cozier Elementary School,5,51,69,NA,50,76,77,0,77,403,72.9529,18,34.398,15.7,68.2
Whatcom,Happy Valley Elementary School,5,63,69,NA,53,75,75,0,74,487,85.4209,19,18.3468,13.6,36
Whatcom,Alderwood Elementary School,5,12,29,NA,16,49,49,0,49,321,50.1558,16,62.1302,10.1,60
Whatcom,Parkview Elementary School,5,24,32,NA,14,38,38,0,38,292,77.7397,16,48.6301,9.4,61.1
Whatcom,Sehome High School,10,179,217,220,137,241,236,242,233,1099,83.9854,19,17.167,15,68.4
Whatcom,Squalicum High School,10,134,207,195,102,238,247,237,212,1269,77.6202,20,28.9735,14.1,76.6
Whatcom,Central Elementary,5,15,21,NA,4,33,33,0,35,315,62.8571,14,67.6012,10.6,39.1
Whatcom,Ferndale High School,10,194,304,290,110,322,328,327,305,1586,79.1299,17,29.5424,11.9,75.3
Whatcom,North Bellingham Elem,5,40,42,NA,25,50,51,0,51,369,81.5718,14,34.456,13.6,63
Whatcom,Custer Elem,5,29,42,NA,17,48,46,0,49,408,83.5784,15,45.3202,10.3,50
Whatcom,Lummi High School,10,2,8,8,2,20,21,20,19,109,0,NA,94.3182,NA,NA
Whatcom,Lummi Tribal Elementary School,5,2,5,NA,0,21,21,0,21,239,0,NA,73.4783,NA,NA
Whatcom,Mountain View Elem,5,39,46,NA,28,59,60,0,61,421,75.0594,12,56.8396,13.4,48.6
Whatcom,Skyline Elementary School,5,52,64,NA,40,74,77,0,79,483,73.499,16,33.2649,14.7,54.8
Whatcom,Eagleridge Elementary,5,57,54,NA,34,83,85,0,89,546,59.8901,14,42.2794,9.8,35.9
Whatcom,Blaine Elementary School,5,66,106,NA,41,132,131,0,131,456,81.1404,19,47.1111,9.6,45.8
Whatcom,Blaine High School,10,93,148,142,64,167,167,167,164,710,85.2113,20,40.5082,13.1,65.7
Whatcom,Lynden High School,10,131,177,161,60,205,201,205,196,874,80.8924,17,24.2925,14,60
Whatcom,Vossbeck Elementary School,5,53,53,NA,38,57,57,0,58,372,76.0753,15,38.6111,11.9,56
Whatcom,Meridian High School,10,62,100,102,29,119,124,123,108,506,85.1779,18,23.4216,14.8,46.4
Whatcom,Ten Mile Creek Elementary,5,55,82,NA,36,107,111,0,111,210,80.9524,15,42.0091,15.7,71.4
Whatcom,Nooksack Valley High School,10,65,106,87,36,134,131,133,132,615,76.9106,16,35.7877,11.7,52.6
Whatcom,Sumas Elementary,5,23,28,NA,21,35,34,0,35,199,74.8744,14,49.7561,12.2,64.3
Whatcom,Everson Elementary,5,26,37,NA,25,42,42,0,42,232,47.4138,12,60.5042,13.5,63.2
Whatcom,Nooksack Elementary,5,50,55,NA,48,60,60,0,60,269,73.2342,14,48.7365,16.4,63.2
Whatcom,Mount Baker Senior High,10,98,137,134,42,140,149,148,116,713,81.7672,18,42.9641,12,61.5
Whatcom,Acme Elementary,5,25,35,NA,10,40,40,0,40,246,77.6423,14,47.5,8.7,58.8
Whatcom,Harmony Elementary,5,31,46,NA,17,53,53,0,53,374,79.9465,16,30.7902,18.1,73.9
Whatcom,Kendall Elementary,5,32,48,NA,21,77,74,0,79,559,85.6887,13,77.5769,11.9,60.5
Whitman,Lacrosse Elementary School,5,11,13,NA,6,13,13,0,13,89,89.8876,8,35.9551,17.8,54.5
Whitman,Lacrosse High School,10,9,13,13,4,13,13,13,13,55,100,5,12.7273,12.4,45.5
Whitman,Tekoa Elementary School,5,12,13,NA,9,17,17,0,17,110,92.7273,9,NA,16.5,66.7
Whitman,Tekoa High School,10,10,13,14,7,15,15,15,15,104,94.2308,12,NA,16.4,55.6
Whitman,Pullman High School,10,130,159,159,92,173,171,170,169,721,82.1082,16,23.2493,13.4,68.9
Whitman,Franklin Elementary,5,35,40,NA,26,46,45,0,45,493,71.1968,17,6.07287,13.7,34.5
Whitman,Jefferson Elementary,5,36,41,NA,34,53,51,0,53,481,76.9231,20,28.5124,15.9,45.8
Whitman,Sunnyside Elementary,5,35,40,NA,24,51,51,0,51,650,75.6923,17,33.9036,11.8,59
Whitman,Leonard M Jennings Elementary,5,22,39,NA,17,51,51,0,51,477,95.3878,17,31.828,16.4,78.6
Whitman,Colfax High School,10,31,50,46,24,51,54,52,55,255,95.2941,11,17.5732,15.5,82.6
Whitman,Palouse Elementary,5,4,8,NA,4,10,11,0,11,89,89.8876,10,32.967,14.3,33.3
Whitman,Palouse High School,10,16,19,20,14,20,19,20,20,78,88.4615,7,24.0506,19.1,72.7
Whitman,Colton School,5,6,9,NA,5,10,10,0,10,163,92.0245,10,13.3758,12.2,81.3
Whitman,Colton School,10,15,17,16,12,17,17,17,17,163,92.0245,10,13.3758,12.2,81.3
Whitman,Rosalia Elementary & Secondary School,5,18,22,NA,11,26,26,0,26,272,92.2794,27,55.2448,12.7,90
Whitman,Rosalia Elementary & Secondary School,10,9,13,14,9,18,17,16,21,272,92.2794,27,55.2448,12.7,90
Whitman,St John/Endicott High,10,14,22,18,3,25,23,25,23,102,94.1176,9,32,12.5,58.3
Whitman,St John Elementary,5,7,11,NA,4,12,12,0,12,97,86.5979,8,34.375,13,16.7
Whitman,Oakesdale High School,10,10,12,11,8,12,12,12,12,64,100,9,29.6875,19.8,85.7
Yakima,Union Gap School,5,24,35,NA,18,55,57,0,66,602,37.5415,46,NA,14.6,69.2
Yakima,Naches Valley High School,10,51,102,102,39,119,123,119,116,516,86.2403,18,21.4141,14.7,44.8
Yakima,Naches Valley Middle School,5,61,94,NA,32,111,112,0,115,742,81.9407,18,38.0187,13.4,59.5
Yakima,Davis High School,10,84,210,207,66,301,307,302,282,1749,30.8176,21,71.9397,15,54.1
Yakima,Garfield Elementary School,5,19,38,NA,10,68,68,0,68,448,68.5268,18,67.8241,12,40
Yakima,Mckinley Elementary School,5,23,53,NA,20,78,78,0,78,416,37.0192,20,87.0504,12.6,38.1
Yakima,Ridgeview Elementary,5,22,34,NA,12,71,73,0,76,323,83.5913,17,57.7381,15.9,78.9
Yakima,Roosevelt Elementary School,5,13,35,NA,5,50,50,0,51,382,64.1361,15,58.2245,14.3,69.2
Yakima,Adams Elementary School,5,30,54,NA,6,88,88,0,91,354,53.1073,19,36.9942,13.2,52.6
Yakima,Hoover Elementary School,5,25,54,NA,6,82,83,0,83,555,30.2703,17,89.2086,15.7,45.5
Yakima,Gilbert Elementary School,5,33,52,NA,18,59,68,0,72,496,39.3145,14,78.8973,17.5,66.7
Yakima,Nob Hill Elementary School,5,26,54,NA,19,68,66,0,71,423,56.974,18,48.5981,23.5,33.3
Yakima,Mcclure Elementary School,5,46,77,NA,27,102,103,0,105,621,10.9501,19,89.4488,10.8,72.7
Yakima,Discovery Lab School,5,11,17,NA,9,20,21,0,23,198,57.5758,14,34.6939,15.1,50
Yakima,Barge-Lincoln Elementary School,5,18,49,NA,6,83,82,0,94,585,8.03419,16,96.6312,9.7,56.8
Yakima,Eisenhower High School,10,134,303,303,117,366,375,370,351,1940,50.4639,21,54.0863,15.9,52.2
Yakima,Robertson Elementary,5,21,44,NA,16,73,72,0,72,545,39.4495,18,86.148,15.3,45.2
Yakima,Whitney Elementary,5,33,64,NA,11,86,86,0,86,178,86.5169,15,32.973,17.3,75
Yakima,Martin Luther King Jr Elementary,5,12,24,NA,8,66,65,0,71,476,14.916,14,96.5306,18.3,31.4
Yakima,Stanton Alternative School,10,0,11,12,0,31,36,38,27,668,36.6766,NA,57.4324,NA,NA
Yakima,East Valley High School,10,85,168,158,67,186,186,186,176,784,73.9796,17,36.3758,17.2,55.6
Yakima,East Valley Intermediate,5,81,144,NA,67,190,189,0,190,591,60.0677,17,53.3333,12.4,57.1
Yakima,Selah High School,10,109,197,188,95,224,225,222,218,756,81.8783,18,26.4384,14.2,68.3
Yakima,Selah Academy,10,1,6,3,0,14,11,12,10,60,75,6,45.4545,19.9,90
Yakima,Selah Intermediate,5,157,194,NA,101,270,271,0,273,789,58.3016,17,42.9471,17,71.7
Yakima,Mabton Jr Sr High School,10,10,29,32,2,47,46,46,39,429,6.99301,18,84.7716,14.7,50
Yakima,Artz Fox Elementary,5,18,37,NA,12,57,56,0,58,508,3.14961,16,85.1779,15.4,50
Yakima,Compass High School,10,0,3,3,NA,13,16,12,9,92,19.5652,23,74.4681,6.5,50
Yakima,Mcclure Elementary School,5,15,36,NA,5,82,82,0,82,621,10.9501,19,89.4488,10.8,72.7
Yakima,Grandview High School,10,62,140,149,44,192,192,188,183,790,19.4937,18,69.404,12.8,50
Yakima,Thompson Elementary School,5,26,42,NA,8,80,80,0,80,573,18.1501,19,83.9527,13.4,53.3
Yakima,Smith Elementary School,5,23,50,NA,5,78,78,0,78,500,11.2,20,87.2299,14.7,56
Yakima,Pride High School,10,0,6,6,0,17,19,22,15,121,10.7438,17,86.6667,11.9,71.4
Yakima,Sunnyside High School,10,86,228,233,53,311,314,306,292,1410,20.7801,20,72.2556,11.2,48.6
Yakima,Chief Kamiakin Elementary School,5,116,265,NA,52,431,431,0,431,883,13.0238,21,91.0035,9.2,64.3
Yakima,Eagle High School,10,0,9,8,0,23,22,19,22,199,5.02513,22,95.1351,19.7,55.6
Yakima,Garfield Elementary School,5,8,22,NA,3,57,58,0,59,448,68.5268,18,67.8241,12,40
Yakima,Lincoln Elementary School,5,20,32,NA,5,60,58,0,59,431,76.5661,17,37.788,11.7,73.1
Yakima,Toppenish High School,10,39,109,108,22,141,154,152,147,710,7.88732,17,88.5877,13.1,53.7
Yakima,Kirkwood Elementary School,5,21,30,NA,6,46,48,0,55,437,4.57666,16,93.9954,12.8,35.7
Yakima,Tieton Intermediate School,5,34,54,NA,21,80,81,0,87,258,37.5969,15,73.5178,12.6,76.5
Yakima,Highland High School,10,29,66,64,18,74,76,73,72,353,46.1756,16,61.7564,14.6,59.1
Yakima,Granger Middle School,5,29,55,NA,9,93,95,0,99,448,6.47321,16,94.3052,14,60.7
Yakima,Granger High School,10,23,51,49,6,75,74,73,75,324,9.87654,15,83.3856,8.9,40.9
Yakima,Zillah High School,10,23,63,54,18,82,82,85,81,418,62.4402,10,40.6484,9.9,65.9
Yakima,Zillah Intermediate School,5,28,57,NA,21,82,80,0,87,288,56.25,15,48.11,9.2,42.1
Yakima,Satus Elementary,5,39,57,NA,10,100,99,0,97,607,5.93081,10,91.3178,13.8,42.4
Yakima,Camas Elementary,5,34,59,NA,19,100,101,0,101,604,5.13245,18,91.8333,14.9,29.4
Yakima,Wapato High School,10,41,112,119,29,178,182,182,169,747,8.70147,18,82.9757,12.4,36.6
Yakima,Pace Alternative High School,10,2,11,11,0,28,30,30,25,281,4.62633,23,89.4915,12.2,25
Yakima,Adams Elementary,5,16,43,NA,3,72,73,0,71,442,86.6516,16,35.255,16.5,70.4
Yakima,Wide Hollow Elementary,5,35,61,NA,12,76,76,0,76,457,73.0853,17,44.9024,14.9,66.7
Yakima,Mountainview Elementary,5,22,29,NA,10,46,46,0,46,219,75.3425,12,45.9821,17.7,50
Yakima,Ahtanum Valley Elementary,5,26,33,NA,13,55,55,0,55,324,78.0864,17,40.597,11.9,52.6
Yakima,West Valley High School,10,189,296,299,94,339,340,341,329,863,89.9189,18,36.2768,14.2,57.1
Yakima,Summitview Elementary,5,37,44,NA,21,47,47,0,47,251,75.2988,15,33.3333,19.1,58.8
Yakima,Apple Valley Elementary,5,40,49,NA,26,54,54,0,54,338,81.3609,15,20.649,17.1,59.1
Yakima,Cottonwood Elementary School,5,48,52,NA,35,67,66,0,67,346,0,14,32.4561,16.2,41.7
Yakima,Harrah Elementary School,5,16,37,NA,5,73,73,0,77,507,10.4536,16,85.4617,10.9,41.9
Yakima,White Swan High School,10,14,36,41,2,61,66,67,56,285,10.5263,11,82.197,13.8,26.9
Clark,Hockinson High School,10,120,152,149,79,162,166,168,162,617,95.624,21,9.86622,8.8,73.3
Grays Harbor,Lake Quinault High School,10,6,16,13,4,18,20,20,18,121,63.6364,9,81.5126,8.9,35.7
King,Millennium Elementary School,5,45,57,NA,23,76,76,0,77,459,48.5839,NA,46.5553,NA,NA
Snohomish,Pioneer Elementary,5,55,78,NA,56,89,89,0,89,646,82.1981,16,20.7576,12.5,70.7
Whatcom,Northern Heights Elementary Schl,5,32,49,NA,32,69,71,0,71,453,70.8609,19,35.2818,11.8,70.8
Kitsap,East Side Alt,10,1,11,10,NA,12,15,15,5,65,0,NA,34.8485,NA,NA
Ferry,Inchelium Elementary School,5,4,9,NA,1,12,12,0,12,99,20.202,11,78.3019,13.8,55.6
Stevens,Wellpinit Alliance High School,10,2,5,10,0,14,14,15,13,115,0,58,3.57143,18.4,NA
Lewis,Apolo High School,10,1,7,2,NA,10,11,12,8,50,0,50,57.3034,21,100
Whatcom,Timber Ridge,10,NA,4,NA,NA,7,10,9,5,27,88.8889,NA,44.1176,NA,NA
Skagit,Burlington-Edison Alternative School,10,2,11,13,0,14,16,16,12,59,66.1017,NA,43.8596,NA,NA
Clark,Camas High School,10,270,349,343,182,379,376,373,368,1612,89.5161,19,14.5048,12.3,71.4
Grant,Columbia Basin Secondary School,10,5,17,23,3,28,27,32,28,305,69.1803,20,70.607,13.1,53.3
Snohomish,Cougar Creek Elementary School,5,36,47,NA,22,68,67,0,68,407,80.344,17,28.0702,10.8,54.2
Spokane,Deer Park Home Link Program,5,7,15,NA,3,19,19,0,20,447,0,112,2.40385,13.3,75
Spokane,Deer Park Home Link Program,10,8,16,15,3,18,17,17,14,447,0,112,2.40385,13.3,75
Kitsap,Eagle Harbor High School,10,13,16,17,12,18,18,18,17,101,84.1584,14,13.1313,8.6,71.4
King,Echo Glen,10,1,5,6,0,17,12,13,19,164,0,10,0,23.9,68.8
Snohomish,Edmonds Home Resource Center,5,4,14,NA,4,13,15,0,14,499,87.1743,45,8.98662,6.2,54.5
Snohomish,Edmonds Home Resource Center,10,16,42,41,10,42,46,46,30,499,87.1743,45,8.98662,6.2,54.5
Whitman,Garfield at Palouse High School,10,7,NA,10,5,10,9,10,10,37,100,NA,38.8889,NA,NA
Clark,Home Choice Academy,5,5,13,NA,1,15,15,0,15,267,88.764,30,9.66543,14.9,77.8
King,International School,10,59,57,59,46,60,57,59,60,492,69.9187,16,5.60166,11.2,77.4
Snohomish,Marysville Arts and Technology High School,10,38,69,61,30,75,76,76,75,233,84.5494,19,20.4651,2.2,41.7
Spokane,Michael Anderson Elementary,5,43,60,NA,26,68,66,0,68,556,71.0432,16,26.6055,9.4,64.7
Pierce,Midland Elementary,5,32,44,NA,20,56,56,0,56,467,55.8887,19,54.4086,11.6,79.2
Snohomish,Odyssey Elementary,5,61,77,NA,45,107,107,0,104,657,49.0107,17,53.7764,11.9,57.9
Grant,Quincy High Tech High,10,4,9,7,0,21,15,20,17,88,20.4545,18,72.4138,9.2,60
King,Room Nine/Journey Program,5,9,13,NA,7,15,15,0,15,131,86.2595,15,14.7287,4.1,66.7
Spokane,Spokane Valley High School,10,6,24,21,0,29,30,30,31,104,0,8,59.3407,14.7,84.6
Spokane,Spokane Valley Transition School,10,3,10,13,NA,16,19,22,7,125,0,125,40.2685,30,100
King,Todd Beamer High School,10,205,314,308,132,338,341,339,319,1810,55.4696,22,21.3833,9.4,56.1
Stevens,Wellpinit Elementary School,5,11,12,NA,1,25,25,0,25,162,6.17284,15,77.5758,10.8,63.6
Pierce,White River High School,10,133,254,253,77,295,291,288,285,1301,86.4719,17,24.5686,12,59.2
Clark,York Elementary School,5,53,81,NA,40,93,93,0,93,543,81.9521,15,33.2734,9.1,75.7
Douglas,Clovis Point,5,92,113,NA,52,199,201,0,204,617,54.4571,17,57.5,11.9,78.4
Clark,Vancouver Home Connection,5,7,11,NA,6,13,13,0,13,240,82.0833,22,17.3554,15.9,90.9
Yakima,Valley View Elementary,5,15,28,NA,0,55,55,0,55,213,63.8498,16,29.6117,14.5,69.2
Clark,Columbia Valley Elementary,5,48,59,NA,34,71,71,0,75,527,72.1063,17,22.7099,8.6,64.5
Franklin,Maya Angelou Elementary,5,38,71,NA,33,87,87,0,86,674,59.7923,22,38.6555,9.8,58.1
King,Newcastle Elementary School,5,33,42,NA,25,49,49,0,49,411,69.8297,16,7.92079,9.7,68
Grant,Sage Hills High School,10,2,8,6,NA,12,12,14,9,60,76.6667,NA,56.1644,NA,NA
King,New Start,10,0,6,5,NA,11,13,15,9,67,22.3881,NA,41.5094,NA,NA
King,Aviation High School,10,77,87,85,61,87,89,88,85,189,67.7249,NA,25.9669,NA,NA
Whatcom,Lynden Learning Lifestyle,5,7,10,NA,2,14,14,0,14,116,95.6897,NA,0.854701,NA,NA
Whatcom,Blaine Home Connections,5,2,6,NA,1,10,10,0,10,76,93.4211,NA,6.49351,NA,NA
Skagit,Skagit Family Learning Center MVSD,5,5,8,NA,4,13,13,0,13,116,91.3793,NA,8.51064,NA,NA
Lewis,Garret Heyns High School,10,NA,7,8,NA,6,22,21,5,0,0,NA,0,NA,NA
Grays Harbor,Taholah Elementary & Middle School,5,2,6,NA,4,13,12,0,13,151,4.63576,NA,72.9927,NA,NA
